order_id,order_date,order_year,order_month,order_day,order_hour,order_minute,order_second,is_weekend,order_status,return_reason,customer_id,customer_name,gender,age,customer_segment,country,city,customer_loyalty_score,total_orders_by_customer,account_creation_date,product_id,product_name,category,sub_category,brand,product_rating_avg,product_reviews_count,stock_quantity,unit_price_usd,quantity,discount_percent,discount_amount_usd,total_price_usd,cost_usd,profit_usd,tax_usd,currency,payment_method,payment_status,installment_plan,shipping_method,shipping_cost_usd,delivery_days,shipping_country,warehouse_location,delivery_status,rating,review_sentiment,customer_feedback,coupon_used,coupon_code,campaign_source,device_type,traffic_source,session_duration_minutes,pages_visited,abandoned_cart_before,fraud_risk_score,profit_margin_percent,order_priority,support_ticket_created
ORD-Y0JPP,2024-08-09 07:18:10.651135,2024,8,9,7,18,10,No,Completed,,CUS-Y7BCK,Diana Thompson,Female,55,Regular,Netherlands,Utrecht,34.5,8,2023-04-23,PRD-ZYTR,Denim Jeans Slim Fit,Clothing,Accessories,GoPro,3.1,3092,285,64.6,4,10,25.84,232.56,111.24,121.32,13.29,USD,Debit Card,Paid,Yes,Economy,14.94,4,Netherlands,EU-Central,Delivered,1,Negative,Highly recommended,Yes,CPN-YHJ,Organic,Mobile,Social,25.8,16,No,44.5,52.17,High,No
ORD-OPA0F,2025-05-17 21:58:58.291857,2025,5,17,21,58,58,Yes,Returned,Not As Described,CUS-9G4AU,Valerie Moore,Female,29,Regular,Canada,Toronto,65.7,31,2024-12-18,PRD-LLBS,Blender 1000W,Home,Decor,Xiaomi,4.1,2528,243,223.1,1,15,33.47,189.63,154.58,35.05,13.24,USD,Credit Card,Paid,No,Standard,6.76,5,Canada,USA-West,Delivered,3,Neutral,Good value for money,Yes,CPN-K4C,Affiliate,Desktop,Email,32.9,2,Yes,34.1,18.48,Medium,No
ORD-JFUHS,2024-03-12 03:45:13.687535,2024,3,12,3,45,13,No,Completed,,CUS-QU3HO,Jeffrey Patterson,Male,21,VIP,Australia,Sydney,37.6,3,2021-10-12,PRD-2UBS,Hooded Sweatshirt,Clothing,Mens Wear,Logitech,4.3,41,17,62.92,5,0,0.0,314.6,155.35,159.25,31.19,USD,Credit Card,Paid,No,Next Day,10.9,13,Australia,USA-West,In Transit,1,Negative,Highly recommended,No,,Email,Mobile,Email,33.6,11,Yes,17.2,50.62,High,Yes
ORD-7AW2I,2024-06-28 09:14:17.740286,2024,6,28,9,14,17,No,Completed,,CUS-P4UUT,Gina Harris,Female,53,Premium,France,Lyon,28.5,11,2023-07-14,PRD-MSUO,Gym Gloves,Sports,Outdoor,Adidas,4.7,2180,758,176.48,1,20,35.3,141.18,117.66,23.52,10.19,USD,PayPal,Paid,Yes,Economy,10.93,12,France,EU-Central,In Transit,3,Neutral,Fast delivery,Yes,CPN-D07,Email,Tablet,Email,26.3,11,No,1.7,16.66,High,No
ORD-OOEJX,2025-04-16 19:34:02.282584,2025,4,16,19,34,2,No,Completed,,CUS-U5X4Y,Christine Dickson,Female,65,VIP,Australia,Melbourne,6.3,13,2024-10-12,PRD-NQCR,Gaming Mechanical Keyboard RGB,Electronics,Tablets,HP,3.3,2517,797,45.44,3,0,0.0,136.32,72.30000000000001,64.02,10.75,USD,Debit Card,Paid,Yes,Economy,0.6,7,Australia,USA-West,Delivered,5,Positive,Average quality,Yes,CPN-AH3,Google Ads,Tablet,Email,47.2,18,Yes,49.3,46.96,High,Yes
ORD-90FIP,2024-11-11 00:08:16.162995,2024,11,11,0,8,16,No,Completed,,CUS-2VQ1I,Brittany Hughes,Female,41,Regular,United States,Los Angeles,9.8,28,2023-04-05,PRD-PRPF,Casual Sneakers,Clothing,Accessories,Canon,3.7,4581,794,87.35,1,0,0.0,87.35,35.68,51.67,5.38,USD,Credit Card,Paid,No,Economy,14.94,11,United States,UK,Delivered,3,Neutral,Great product!,No,,Organic,Desktop,Social,40.7,18,No,74.4,59.15,Low,Yes
ORD-I6V0G,2024-05-09 15:00:46.592107,2024,5,9,15,0,46,No,Completed,,CUS-P943D,Daniel Fowler,Male,52,Regular,United States,Phoenix,19.4,34,2023-03-07,PRD-FXGI,Sports Bra High Impact,Clothing,Shoes,Logitech,3.0,2442,46,93.55,4,10,37.42,336.78,212.88,123.9,29.95,USD,Credit Card,Paid,Yes,Next Day,4.56,12,United States,UK,In Transit,5,Positive,Great product!,Yes,CPN-B0T,Organic,Mobile,Search,11.6,10,Yes,63.9,36.79,Medium,Yes
ORD-MY4FC,2025-03-24 18:53:42.312491,2025,3,24,18,53,42,No,Returned,Changed Mind,CUS-4C6II,James Moreno,Male,74,VIP,Canada,Calgary,16.0,16,2024-08-12,PRD-4LJR,Vacuum Robot Cleaner,Home,Decor,Logitech,3.1,2065,697,230.99,1,0,0.0,230.99,133.17,97.82,18.59,USD,PayPal,Paid,No,Standard,7.34,12,Canada,EU-Central,Delivered,3,Neutral,,Yes,CPN-AJA,Affiliate,Tablet,Search,21.5,17,No,91.7,42.35,Medium,Yes
ORD-XVUTH,2024-02-26 04:54:59.249815,2024,2,26,4,54,59,No,Returned,Changed Mind,CUS-CCDI4,Whitney Brown,Female,32,VIP,Spain,Seville,10.1,36,2021-04-28,PRD-ZAP1,Wireless Bluetooth Earbuds,Electronics,Smartphones,Sony,4.3,2801,232,73.66,4,0,0.0,294.64,146.84,147.8,15.97,USD,Credit Card,Paid,No,Economy,1.72,3,Spain,USA-East,Delivered,2,Negative,Average quality,No,,Affiliate,Tablet,Search,43.4,13,No,65.3,50.16,High,Yes
ORD-EH0CM,2025-04-24 07:08:14.411583,2025,4,24,7,8,14,No,Completed,,CUS-YKY12,Charles Rose,Male,21,VIP,Belgium,Antwerp,79.9,48,2022-01-05,PRD-QUAZ,Tennis Balls Pack,Sports,Sports Wear,Apple,3.6,4975,138,23.72,2,5,2.37,45.07,22.28,22.79,2.36,USD,Bank Transfer,Paid,No,Next Day,23.66,10,Belgium,USA-West,Delivered,5,Positive,Could be better,No,,Google Ads,Mobile,Referral,39.5,3,No,84.1,50.57,High,No
ORD-Y7DCJ,2024-07-31 03:30:19.939975,2024,7,31,3,30,19,No,Completed,,CUS-AACB0,Jeffrey Pollard,Male,20,VIP,Netherlands,Amsterdam,28.5,31,2023-09-19,PRD-GQ54,Portable SSD 1TB,Electronics,Cameras,Lenovo,4.4,4645,120,333.31,1,20,66.66,266.65,201.41,65.24,25.33,USD,Debit Card,Paid,No,Express,2.35,7,Netherlands,USA-West,Delivered,1,Negative,Highly recommended,Yes,CPN-VL6,Instagram,Tablet,Referral,41.3,10,Yes,86.6,24.47,High,Yes
ORD-H954B,2024-10-05 14:34:02.161449,2024,10,5,14,34,2,Yes,Completed,,CUS-MR2QP,Latoya Gordon,Female,73,Regular,United Kingdom,Birmingham,68.9,36,2022-05-31,PRD-41T1,Vitamin C Tablets,Health,Supplements,Adidas,4.2,4427,570,41.34,1,0,0.0,41.34,16.92,24.42,2.17,USD,Debit Card,Paid,No,Economy,0.36,3,United Kingdom,USA-East,Delivered,3,Neutral,Could be better,No,,Facebook,Tablet,Email,3.7,17,Yes,18.1,59.07,Low,Yes
ORD-VDIS2,2025-01-13 14:18:40.569499,2025,1,13,14,18,40,No,Completed,,CUS-2KLK9,Amy Rhodes,Female,67,Regular,Netherlands,Amsterdam,31.1,47,2023-11-20,PRD-469Z,Bedsheet Set Cotton,Home,Decor,Logitech,4.4,1045,265,248.08,5,15,186.06,1054.34,620.9000000000001,433.44,65.56,USD,Credit Card,Paid,Yes,Next Day,15.03,4,Netherlands,UK,Delivered,2,Negative,Not satisfied,Yes,CPN-U5D,Google Ads,Tablet,Referral,19.2,7,No,31.7,41.11,High,No
ORD-9TJN8,2025-03-25 17:54:11.418788,2025,3,25,17,54,11,No,Completed,,CUS-2CIJA,Jacob Green,Male,75,Regular,Belgium,Brussels,91.3,50,2022-11-22,PRD-73K1,Air Fryer 5L,Home,Decor,Baseus,3.5,3712,471,209.25,5,15,156.94,889.31,533.2,356.11,50.62,USD,Apple Pay,Paid,No,Economy,3.82,6,Belgium,UK,Delivered,3,Neutral,Highly recommended,Yes,CPN-JX4,Facebook,Desktop,Social,28.0,8,No,27.8,40.04,Medium,Yes
ORD-M6CWG,2024-11-22 02:50:08.363449,2024,11,22,2,50,8,No,Completed,,CUS-S0MXW,Wendy Johnson,Female,20,Regular,United States,Phoenix,1.8,13,2023-09-01,PRD-EQYY,Sports Bra High Impact,Clothing,Accessories,Baseus,3.9,4834,194,67.27,3,10,20.18,181.63,131.31,50.32,17.34,USD,Apple Pay,Paid,Yes,Next Day,20.43,10,United States,USA-West,In Transit,3,Neutral,Great product!,Yes,CPN-C5W,Organic,Tablet,Search,31.5,20,Yes,0.2,27.7,Medium,Yes
ORD-I4KPX,2025-07-28 00:07:09.745032,2025,7,28,0,7,9,No,Completed,,CUS-R86SU,Rhonda Potter,Female,33,Premium,Netherlands,Eindhoven,9.4,48,2024-12-26,PRD-M49A,Laptop Backpack Waterproof,Electronics,Tablets,Canon,3.9,1061,352,233.86,1,20,46.77,187.09,133.42,53.67,10.71,USD,PayPal,Paid,No,Economy,1.5,10,Netherlands,UK,Delivered,5,Positive,Good value for money,No,,Email,Tablet,Direct,42.5,6,Yes,17.2,28.69,High,No
ORD-ZAVQL,2025-05-03 15:10:36.505628,2025,5,3,15,10,36,Yes,Completed,,CUS-3LMQY,Rachel Cooper,Female,34,Regular,United Kingdom,Birmingham,80.6,43,2022-04-21,PRD-JSC2,Storage Box Set,Home,Appliances,Huawei,3.4,3491,520,71.04,4,0,0.0,284.16,138.6,145.56,21.37,USD,Credit Card,Paid,No,Next Day,22.68,9,United Kingdom,EU-Central,Delivered,3,Neutral,Average quality,Yes,CPN-SYL,Facebook,Tablet,Email,41.5,7,Yes,84.5,51.22,Low,Yes
ORD-0HS3Z,2024-03-23 23:52:47.420548,2024,3,23,23,52,47,Yes,Completed,,CUS-ITSY6,Tyler Vaughn,Male,48,Regular,Netherlands,Eindhoven,44.1,28,2024-02-22,PRD-QC61,Protein Shaker Bottle,Health,Medical Devices,Xiaomi,5.0,1488,44,86.65,3,15,38.99,220.96,154.89,66.07,17.45,USD,Credit Card,Paid,No,Express,17.01,10,Netherlands,EU-Central,In Transit,4,Positive,Good value for money,Yes,CPN-CQJ,Facebook,Desktop,Email,27.8,13,Yes,83.3,29.9,Medium,Yes
ORD-5I3KG,2025-08-03 06:24:26.782070,2025,8,3,6,24,26,Yes,Completed,,CUS-48LY4,Sarah Fritz,Female,72,VIP,France,Nice,67.7,30,2022-03-30,PRD-M4TU,Cotton T-Shirt Pack,Clothing,Accessories,Xiaomi,3.9,367,171,47.85,4,0,0.0,191.4,126.0,65.4,19.08,USD,Bank Transfer,Paid,Yes,Next Day,10.11,3,France,USA-West,In Transit,1,Negative,Great product!,No,,Affiliate,Desktop,Direct,52.5,10,No,66.4,34.17,Low,No
ORD-P40NC,2024-05-30 00:29:16.855011,2024,5,30,0,29,16,No,Returned,Wrong Item,CUS-Y5Y2D,Robert Ross,Male,49,Regular,Spain,Madrid,71.9,3,2022-08-02,PRD-89N5,Gym Gloves,Sports,Sports Wear,Philips,4.5,533,279,108.76,1,5,5.44,103.32,75.6,27.72,7.29,USD,Bank Transfer,Paid,Yes,Express,19.37,2,Spain,USA-West,Delivered,3,Neutral,,Yes,CPN-7DN,Facebook,Tablet,Search,10.1,19,No,3.9,26.83,Medium,No
ORD-7XTXE,2026-02-02 04:30:34.129757,2026,2,2,4,30,34,No,Returned,Wrong Item,CUS-UD8WJ,Alex Harding,Male,69,Regular,Italy,Rome,40.9,20,2025-05-31,PRD-NU1R,Jump Rope Speed,Sports,Sports Wear,Lenovo,4.7,4393,871,49.89,2,15,14.97,84.81,56.78,28.03,4.4,USD,PayPal,Paid,No,Next Day,10.41,2,Italy,UK,Delivered,5,Positive,,Yes,CPN-A1R,Instagram,Tablet,Direct,1.1,19,Yes,3.7,33.05,Medium,Yes
ORD-4E69Y,2025-08-18 16:59:56.123451,2025,8,18,16,59,56,No,Completed,,CUS-KJZT1,Dr. Jason Boyd,Male,69,Regular,Netherlands,The Hague,76.4,1,2022-07-21,PRD-K5C9,Vitamin C Tablets,Health,Medical Devices,HP,4.7,3693,254,72.25,2,10,14.45,130.05,84.56,45.49,12.23,USD,Bank Transfer,Paid,No,Express,8.59,10,Netherlands,USA-West,In Transit,4,Positive,Good value for money,No,,Google Ads,Desktop,Direct,2.8,12,Yes,34.1,34.98,High,No
ORD-T0IA5,2024-08-03 05:19:56.681975,2024,8,3,5,19,56,Yes,Pending,,CUS-J2MMK,Alexander Palmer,Male,35,Regular,United States,Chicago,54.2,20,2022-05-07,PRD-51DJ,Baseball Cap,Clothing,Womens Wear,Huawei,3.5,1838,280,123.11,3,10,36.93,332.4,242.4,90.0,32.74,USD,PayPal,Failed,Yes,Next Day,16.18,14,United States,EU-Central,Delivered,2,Negative,,No,,Facebook,Desktop,Social,59.2,20,Yes,28.2,27.08,Low,Yes
ORD-D0WVZ,2025-10-06 15:42:58.507465,2025,10,6,15,42,58,No,Completed,,CUS-593XF,Jonathon Turner,Male,60,Regular,Italy,Milan,4.3,35,2022-03-15,PRD-RUYR,Badminton Racket,Sports,Sports Wear,Nikon,3.8,889,368,125.12,1,10,12.51,112.61,71.98,40.63,5.71,USD,Apple Pay,Paid,No,Next Day,4.85,6,Italy,USA-East,In Transit,5,Positive,Good value for money,Yes,CPN-0CY,Organic,Tablet,Social,50.7,2,Yes,23.7,36.08,Low,Yes
ORD-2Y619,2025-06-08 04:47:54.983955,2025,6,8,4,47,54,Yes,Returned,Better Price Elsewhere,CUS-2KJRT,Adam Garner,Male,45,Regular,United Kingdom,Leeds,4.4,20,2024-10-26,PRD-UWB7,Laptop Backpack Waterproof,Electronics,Laptops,Apple,4.3,872,617,373.34,2,10,74.67,672.01,318.48,353.53,65.63,USD,Debit Card,Paid,No,Standard,6.31,6,United Kingdom,EU-Central,Delivered,3,Neutral,Highly recommended,No,,Email,Desktop,Direct,40.4,16,No,99.8,52.61,Medium,Yes
ORD-QMO0L,2025-09-26 08:56:19.410666,2025,9,26,8,56,19,No,Returned,Not As Described,CUS-Q9Q4P,Christopher Jones,Male,33,Regular,United States,Chicago,26.2,16,2023-03-11,PRD-5PUA,Yoga Mat Non-Slip,Health,Fitness,Anker,3.3,4500,339,124.5,1,10,12.45,112.05,71.25,40.8,5.99,USD,Bank Transfer,Paid,Yes,Express,22.26,3,United States,Asia-Pacific,Delivered,2,Negative,Fast delivery,No,,Instagram,Mobile,Direct,23.3,18,Yes,46.3,36.41,Medium,Yes
ORD-5CGGV,2024-06-26 10:28:36.637220,2024,6,26,10,28,36,No,Completed,,CUS-IM4M4,Sherri Ellison,Female,74,Regular,Australia,Sydney,42.3,15,2021-07-12,PRD-8WA4,Exercise Ball,Sports,Outdoor,Asus,4.3,2264,301,197.08,2,15,59.12,335.04,185.24,149.8,30.3,USD,Credit Card,Paid,No,Economy,19.88,14,Australia,UK,Failed,4,Positive,Average quality,Yes,CPN-VLC,Instagram,Tablet,Search,7.6,16,No,56.1,44.71,Medium,Yes
ORD-V7WGY,2024-04-26 21:45:55.857123,2024,4,26,21,45,55,No,Completed,,CUS-DXMGV,Todd Davis,Male,44,Regular,Netherlands,The Hague,33.3,25,2022-04-04,PRD-1ER5,Water Bottle Insulated,Sports,Accessories,Huawei,3.6,393,686,120.04,4,0,0.0,480.16,204.04,276.12,40.56,USD,Credit Card,Paid,Yes,Standard,13.04,9,Netherlands,USA-East,Failed,1,Negative,Could be better,No,,Organic,Mobile,Social,6.0,7,No,19.5,57.51,High,No
ORD-82MN9,2025-08-15 01:16:32.645567,2025,8,15,1,16,32,No,Completed,,CUS-RDZ17,Elijah Beard,Male,58,VIP,Italy,Naples,43.4,41,2023-03-09,PRD-CFEX,Blender 1000W,Home,Appliances,Fitbit,4.5,4925,916,296.66,1,5,14.83,281.83,156.36,125.47,14.36,USD,Debit Card,Paid,No,Express,2.03,3,Italy,EU-Central,Delivered,5,Positive,,No,,Email,Desktop,Email,8.0,11,Yes,26.5,44.52,High,Yes
ORD-IG055,2025-05-16 08:56:39.513109,2025,5,16,8,56,39,No,Completed,,CUS-XS266,Meghan Prince,Female,58,Premium,Canada,Toronto,40.6,32,2023-04-06,PRD-ASL6,USB Hub 7-Port,Electronics,Tablets,Sony,3.6,3651,596,322.14,5,10,161.07,1449.63,954.4,495.23,127.1,USD,Debit Card,Paid,Yes,Economy,5.69,8,Canada,USA-West,Delivered,3,Neutral,,No,,Google Ads,Mobile,Email,11.9,4,No,60.4,34.16,Medium,Yes
ORD-WWCQ3,2025-05-17 08:28:02.701059,2025,5,17,8,28,2,Yes,Completed,,CUS-AFTCI,Benjamin Herrera,Male,58,Regular,Italy,Florence,34.1,20,2022-10-17,PRD-S5WN,Sports Bra High Impact,Clothing,Accessories,Logitech,4.8,3930,673,135.43,4,20,108.34,433.38,321.88,111.5,22.06,USD,Bank Transfer,Paid,No,Next Day,11.77,3,Italy,EU-Central,In Transit,3,Neutral,Average quality,No,,Instagram,Tablet,Direct,37.2,17,Yes,65.3,25.73,Medium,Yes
ORD-SXTSU,2025-11-28 14:16:45.806446,2025,11,28,14,16,45,No,Cancelled,,CUS-4WYRX,Lauren Brown,Female,20,VIP,United Kingdom,Leeds,58.8,43,2025-08-18,PRD-F6GX,Cotton T-Shirt Pack,Clothing,Shoes,Huawei,3.3,840,104,18.51,1,0,0.0,18.51,10.72,7.79,1.57,USD,Debit Card,Paid,No,Standard,24.42,5,United Kingdom,Asia-Pacific,Delivered,5,Positive,Not satisfied,Yes,CPN-9D8,Organic,Desktop,Email,33.3,12,Yes,80.5,42.09,Low,Yes
ORD-NS7QN,2025-12-21 10:26:47.900002,2025,12,21,10,26,47,Yes,Returned,Changed Mind,CUS-UM68E,Danielle Dixon,Female,45,Regular,Australia,Perth,52.1,11,2023-07-24,PRD-GH0G,Treadmill Folding,Sports,Gym Equipment,Dell,4.0,4166,891,232.3,3,0,0.0,696.9,296.67,400.23,59.04,USD,Debit Card,Paid,No,Next Day,0.63,9,Australia,USA-West,Delivered,1,Negative,Could be better,No,,Facebook,Desktop,Referral,8.1,17,No,80.7,57.43,Medium,No
ORD-AS1XP,2025-08-02 17:09:18.477759,2025,8,2,17,9,18,Yes,Cancelled,,CUS-K5W0T,Nicholas Hill,Male,27,Premium,United Kingdom,Manchester,8.7,34,2021-03-13,PRD-CCBT,Yoga Mat Non-Slip,Health,Medical Devices,Sony,3.1,2871,947,30.52,2,10,6.1,54.94,27.4,27.54,3.15,USD,PayPal,Failed,No,Economy,10.41,5,United Kingdom,UK,Delivered,5,Positive,Highly recommended,Yes,CPN-TKX,Organic,Tablet,Search,44.9,20,No,35.8,50.13,Medium,Yes
ORD-MKP55,2024-09-29 21:22:10.810292,2024,9,29,21,22,10,Yes,Returned,Not As Described,CUS-TE80G,Marc Hart,Male,30,Regular,United Kingdom,London,95.2,19,2024-08-24,PRD-94F9,Winter Jacket Waterproof,Clothing,Accessories,Canon,4.6,2734,89,84.98,2,10,17.0,152.96,95.38,57.58,8.46,USD,Bank Transfer,Paid,No,Next Day,1.19,1,United Kingdom,Asia-Pacific,Delivered,3,Neutral,,Yes,CPN-LO7,Facebook,Mobile,Referral,39.6,20,Yes,54.3,37.64,Low,No
ORD-OI1UI,2025-10-17 03:55:36.763143,2025,10,17,3,55,36,No,Completed,,CUS-P5Z5J,Pamela Kennedy,Female,44,Regular,Spain,Seville,99.5,25,2023-03-10,PRD-NMJS,Foam Roller,Health,Fitness,Asus,4.8,4184,819,129.18,5,15,96.89,549.01,281.65,267.36,53.6,USD,Apple Pay,Paid,No,Express,13.4,8,Spain,UK,Delivered,1,Negative,Could be better,Yes,CPN-NSO,Email,Desktop,Search,43.1,7,Yes,97.9,48.7,Low,Yes
ORD-ARIOA,2025-09-04 10:49:30.245103,2025,9,4,10,49,30,No,Completed,,CUS-KQS3P,Larry Perkins,Male,56,Regular,Canada,Calgary,88.1,3,2024-02-10,PRD-SJAQ,Digital Thermometer,Health,Personal Care,Nike,4.2,1609,969,39.36,1,0,0.0,39.36,21.0,18.36,3.9,USD,Bank Transfer,Paid,No,Economy,2.9,4,Canada,USA-East,Delivered,3,Neutral,Good value for money,No,,Facebook,Desktop,Social,23.1,4,Yes,88.0,46.65,Low,Yes
ORD-DBT4S,2025-02-17 00:21:39.020875,2025,2,17,0,21,39,No,Completed,,CUS-ADPQZ,Michelle Young,Female,65,Regular,Italy,Milan,71.4,43,2023-05-13,PRD-RY3J,Bedsheet Set Cotton,Home,Decor,Xiaomi,3.4,26,300,87.69,3,0,0.0,263.07,122.94,140.13,20.33,USD,Bank Transfer,Paid,No,Express,17.13,2,Italy,Asia-Pacific,Pending,4,Positive,,No,,Google Ads,Tablet,Search,43.3,20,No,57.0,53.27,High,Yes
ORD-Z6CHA,2025-01-28 23:47:05.570500,2025,1,28,23,47,5,No,Pending,,CUS-7P2YU,Michael Knox,Male,74,Regular,Netherlands,Rotterdam,98.0,43,2024-09-05,PRD-5HEN,4K Webcam Pro,Electronics,Cameras,Nike,4.5,185,556,301.86,3,0,0.0,905.58,541.5600000000001,364.02,59.55,USD,PayPal,Pending,No,Standard,13.77,8,Netherlands,EU-Central,Delivered,1,Negative,,No,,Organic,Mobile,Search,35.9,9,Yes,80.2,40.2,Low,Yes
ORD-17KKK,2026-01-10 00:07:46.664516,2026,1,10,0,7,46,Yes,Returned,Not As Described,CUS-VY2S1,Alice Morris,Female,47,Premium,Australia,Sydney,1.2,28,2024-02-10,PRD-9VE1,Winter Jacket Waterproof,Clothing,Kids Wear,Logitech,4.3,1816,901,64.93,5,20,64.93,259.72,179.95000000000002,79.77,20.07,USD,PayPal,Paid,No,Standard,23.88,13,Australia,USA-East,Delivered,3,Neutral,Not satisfied,Yes,CPN-M8A,Affiliate,Mobile,Social,52.5,13,No,77.8,30.71,Medium,No
ORD-QCO1C,2025-02-10 06:06:41.793957,2025,2,10,6,6,41,No,Completed,,CUS-H27NC,Christina Owens,Female,69,VIP,Italy,Rome,38.8,17,2024-08-18,PRD-RNGV,Digital Blood Pressure Monitor,Health,Supplements,Philips,3.8,3781,844,66.97,5,0,0.0,334.85,163.6,171.25,17.02,USD,Bank Transfer,Paid,No,Next Day,22.6,13,Italy,UK,Delivered,1,Negative,Fast delivery,No,,Organic,Tablet,Social,52.3,16,No,84.0,51.14,Medium,No
ORD-LOJDP,2024-09-23 05:08:20.118485,2024,9,23,5,8,20,No,Pending,,CUS-YL63O,Joseph Mckinney,Male,31,Premium,Belgium,Liege,20.4,43,2022-01-24,PRD-GRGU,Protein Shaker Bottle,Health,Fitness,Fitbit,4.5,116,0,70.88,1,10,7.09,63.79,48.06,15.73,3.42,USD,PayPal,Paid,No,Standard,9.72,7,Belgium,EU-Central,Delivered,2,Negative,Highly recommended,No,,Email,Tablet,Social,26.4,16,No,56.4,24.66,Low,Yes
ORD-PRO7Z,2025-10-29 05:12:50.800274,2025,10,29,5,12,50,No,Completed,,CUS-FP8T7,Anthony Johnson,Male,33,Regular,France,Paris,85.3,21,2024-07-18,PRD-4RBC,Coffee Maker Automatic,Home,Bedding,Dell,4.2,2111,410,62.86,5,0,0.0,314.3,171.85,142.45,16.63,USD,Apple Pay,Paid,No,Next Day,6.22,13,France,USA-West,Delivered,2,Negative,Highly recommended,Yes,CPN-8WU,Email,Tablet,Social,18.7,17,Yes,80.9,45.32,High,Yes
ORD-BSST5,2025-04-22 15:18:30.954465,2025,4,22,15,18,30,No,Completed,,CUS-AV8OV,Mary Schultz,Female,61,Regular,Italy,Milan,29.7,39,2022-06-29,PRD-7YVX,Blender 1000W,Home,Bedding,Dell,3.0,3359,765,187.32,5,5,46.83,889.77,621.75,268.02,60.83,USD,Apple Pay,Paid,No,Economy,11.45,1,Italy,USA-East,Delivered,1,Negative,Fast delivery,Yes,CPN-DAS,Email,Desktop,Referral,31.5,1,No,76.2,30.12,High,Yes
ORD-VX00V,2024-08-07 21:55:57.539140,2024,8,7,21,55,57,No,Completed,,CUS-Q3DSG,Rodney Moore,Male,71,Premium,Belgium,Ghent,9.5,2,2024-03-28,PRD-AOMH,Swimming Goggles,Sports,Accessories,Dell,4.0,1190,674,131.69,4,0,0.0,526.76,329.08,197.68,48.51,USD,PayPal,Paid,Yes,Economy,5.27,3,Belgium,UK,Delivered,2,Negative,Excellent!,No,,Organic,Tablet,Referral,34.8,15,Yes,31.8,37.53,High,No
ORD-2RR1A,2026-01-19 15:36:37.697731,2026,1,19,15,36,37,No,Returned,Not As Described,CUS-J0IJS,David Orozco,Male,70,Premium,Canada,Ottawa,96.0,26,2023-01-08,PRD-EZ40,Bedsheet Set Cotton,Home,Furniture,HP,4.2,2343,294,263.32,3,20,157.99,631.97,507.96,124.01,48.06,USD,Debit Card,Paid,Yes,Express,13.95,11,Canada,EU-Central,Delivered,3,Neutral,,No,,Affiliate,Mobile,Referral,1.9,9,Yes,5.0,19.62,High,No
ORD-N2MKO,2025-10-23 12:25:51.824526,2025,10,23,12,25,51,No,Cancelled,,CUS-5LQKZ,Anthony Sweeney,Male,56,Regular,Canada,Calgary,59.7,45,2024-08-06,PRD-529T,Exercise Ball,Sports,Outdoor,Sony,3.7,1210,772,67.6,3,15,30.42,172.38,122.7,49.68,9.59,USD,Apple Pay,Failed,No,Economy,16.28,5,Canada,Asia-Pacific,Delivered,4,Positive,,Yes,CPN-M03,Email,Desktop,Referral,29.5,2,No,79.3,28.82,Low,Yes
ORD-QG8Y8,2025-10-10 04:31:32.464980,2025,10,10,4,31,32,No,Completed,,CUS-0FHHL,Lisa Cox,Female,35,Premium,Spain,Bilbao,31.7,9,2021-10-07,PRD-LNY6,Massage Gun Deep Tissue,Health,Supplements,Huawei,3.3,2600,840,78.12,1,10,7.81,70.31,37.2,33.11,4.54,USD,Debit Card,Paid,No,Next Day,4.82,11,Spain,USA-West,Delivered,4,Positive,Highly recommended,No,,Facebook,Mobile,Email,56.0,8,Yes,74.2,47.09,High,Yes
ORD-OUKD9,2024-05-08 05:45:46.336781,2024,5,8,5,45,46,No,Pending,,CUS-9MWTV,Cindy Stewart,Female,71,Premium,Canada,Ottawa,3.3,5,2021-07-01,PRD-43CQ,Air Fryer 5L,Home,Appliances,GoPro,3.2,4481,83,138.79,1,10,13.88,124.91,96.11,28.8,9.46,USD,Debit Card,Paid,No,Economy,19.5,2,Canada,USA-East,Failed,4,Positive,Highly recommended,Yes,CPN-P74,Organic,Desktop,Referral,40.8,16,No,70.0,23.06,High,Yes
ORD-7TNAS,2025-08-24 01:12:51.424488,2025,8,24,1,12,51,Yes,Pending,,CUS-ZNQU1,Renee Lopez,Female,58,Regular,Australia,Sydney,94.5,21,2024-08-25,PRD-D2P3,Fitness Smart Band,Health,Supplements,JBL,3.3,1308,27,168.25,2,10,33.65,302.85,144.3,158.55,28.76,USD,Apple Pay,Failed,Yes,Standard,21.31,13,Australia,USA-East,Delivered,5,Positive,Excellent!,No,,Instagram,Desktop,Direct,10.4,1,Yes,33.6,52.35,Low,No
ORD-UF8C1,2024-08-25 05:51:26.240185,2024,8,25,5,51,26,Yes,Completed,,CUS-E2R1B,Shelly Williams,Female,47,Regular,Belgium,Liege,49.5,46,2022-12-06,PRD-WQ4R,USB Hub 7-Port,Electronics,Cameras,Asus,3.8,4191,179,207.51,3,0,0.0,622.53,365.25,257.28,56.24,USD,Credit Card,Paid,Yes,Express,5.41,11,Belgium,EU-Central,Delivered,2,Negative,Could be better,No,,Affiliate,Tablet,Search,24.6,10,No,26.5,41.33,Low,Yes
